Student_ID,Attendance (%),Internal Test 1 (out of 40),Internal Test 2 (out of 40),Assignment Score (out of 10),Daily Study Hours,Final Exam Marks (out of 100),Internal1_25,Internal2_25,Assignment_5,Internal_Total,Risk
S1381,94,30,32,7,3,65,18.75,20.0,3.5,22.875,Medium
S1382,88,28,36,7,3,62,17.5,22.5,3.5,23.5,Medium
S1383,85,32,35,7,2,61,20.0,21.875,3.5,24.4375,Medium
S1384,94,38,36,9,3,74,23.75,22.5,4.5,27.625,Medium
S1385,86,30,30,7,3,61,18.75,18.75,3.5,22.25,Medium
S1386,80,36,30,7,3,61,22.5,18.75,3.5,24.125,Medium
S1387,95,40,34,9,4,76,25.0,21.25,4.5,27.625,Low
S1388,88,35,33,7,3,63,21.875,20.625,3.5,24.75,Medium
S1389,80,25,29,5,3,51,15.625,18.125,2.5,19.375,Medium
S1390,77,29,32,7,3,56,18.125,20.0,3.5,22.5625,Medium
S1391,84,39,37,7,4,82,24.375,23.125,3.5,27.25,Low
S1392,87,29,32,6,2,56,18.125,20.0,3.0,22.0625,Medium
S1393,83,34,34,8,3,72,21.25,21.25,4.0,25.25,Medium
S1394,81,26,37,7,3,57,16.25,23.125,3.5,23.1875,Medium
S1395,85,34,34,8,3,61,21.25,21.25,4.0,25.25,Medium
S1396,99,40,40,10,3,88,25.0,25.0,5.0,30.0,Low
S1397,88,31,36,8,2,70,19.375,22.5,4.0,24.9375,Medium
S1398,89,30,31,8,2,61,18.75,19.375,4.0,23.0625,Medium
S1399,84,31,34,7,2,71,19.375,21.25,3.5,23.8125,Medium
S1400,88,33,36,7,3,81,20.625,22.5,3.5,25.0625,Low
S1401,85,31,32,8,3,62,19.375,20.0,4.0,23.6875,Medium
S1402,91,40,31,8,3,71,25.0,19.375,4.0,26.1875,Medium
S1403,84,32,32,8,3,67,20.0,20.0,4.0,24.0,Medium
S1404,90,34,35,8,3,66,21.25,21.875,4.0,25.5625,Medium
S1405,86,28,31,8,2,58,17.5,19.375,4.0,22.4375,Medium
S1406,91,31,31,6,4,62,19.375,19.375,3.0,22.375,Medium
S1407,75,29,35,7,3,55,18.125,21.875,3.5,23.5,Medium
S1408,82,25,36,7,3,62,15.625,22.5,3.5,22.5625,Medium
S1409,100,40,34,7,3,85,25.0,21.25,3.5,26.625,Low
S1410,99,39,39,8,3,88,24.375,24.375,4.0,28.375,Low
S1411,100,38,32,8,3,69,23.75,20.0,4.0,25.875,Medium
S1412,89,36,35,7,3,69,22.5,21.875,3.5,25.6875,Medium
S1413,83,28,30,7,3,57,17.5,18.75,3.5,21.625,Medium
S1414,92,35,34,9,3,80,21.875,21.25,4.5,26.0625,Low
S1415,81,25,36,7,3,50,15.625,22.5,3.5,22.5625,Medium
S1416,93,34,40,9,3,86,21.25,25.0,4.5,27.625,Low
S1417,77,27,29,5,3,51,16.875,18.125,2.5,20.0,Medium
S1418,91,38,30,8,2,63,23.75,18.75,4.0,25.25,Medium
S1419,72,31,21,6,3,47,19.375,13.125,3.0,19.25,High
S1420,85,33,38,8,3,67,20.625,23.75,4.0,26.1875,Medium
S1421,99,39,38,9,2,79,24.375,23.75,4.5,28.5625,Low
S1422,70,27,32,7,2,50,16.875,20.0,3.5,21.9375,High
S1423,88,35,34,9,2,69,21.875,21.25,4.5,26.0625,Medium
S1424,81,36,30,8,2,66,22.5,18.75,4.0,24.625,Medium
S1425,98,38,38,8,3,74,23.75,23.75,4.0,27.75,Medium
S1426,70,30,28,6,2,44,18.75,17.5,3.0,21.125,High
S1427,74,30,26,7,3,50,18.75,16.25,3.5,21.0,High
S1428,100,33,34,8,2,71,20.625,21.25,4.0,24.9375,Medium
S1429,81,40,39,10,3,77,25.0,24.375,5.0,29.6875,Low
S1430,84,34,32,8,3,68,21.25,20.0,4.0,24.625,Medium
S1431,82,32,31,7,3,65,20.0,19.375,3.5,23.1875,Medium
S1432,90,35,39,8,3,70,21.875,24.375,4.0,27.125,Medium
S1433,82,28,26,6,3,57,17.5,16.25,3.0,19.875,Medium
S1434,83,30,32,9,3,64,18.75,20.0,4.5,23.875,Medium
S1435,77,29,25,8,2,38,18.125,15.625,4.0,20.875,High
S1436,87,30,40,9,4,84,18.75,25.0,4.5,26.375,Low
S1437,89,36,32,7,2,59,22.5,20.0,3.5,24.75,Medium
S1438,94,27,29,7,3,69,16.875,18.125,3.5,21.0,Medium
S1439,90,32,26,6,2,56,20.0,16.25,3.0,21.125,Medium
S1440,88,31,33,7,4,72,19.375,20.625,3.5,23.5,Medium
S1441,84,33,32,7,2,67,20.625,20.0,3.5,23.8125,Medium
S1442,96,38,33,9,2,79,23.75,20.625,4.5,26.6875,Low
S1443,75,24,25,6,2,43,15.0,15.625,3.0,18.3125,High
S1444,81,37,39,8,3,75,23.125,24.375,4.0,27.75,Low
S1445,81,28,33,7,3,62,17.5,20.625,3.5,22.5625,Medium
S1446,78,29,38,8,3,69,18.125,23.75,4.0,24.9375,Medium
S1447,87,32,25,5,3,60,20.0,15.625,2.5,20.3125,Medium
S1448,83,32,32,7,3,59,20.0,20.0,3.5,23.5,Medium
S1449,90,40,38,8,4,85,25.0,23.75,4.0,28.375,Low
S1450,76,33,35,7,2,48,20.625,21.875,3.5,24.75,High
S1451,86,27,31,6,2,59,16.875,19.375,3.0,21.125,Medium
S1452,96,33,40,10,3,84,20.625,25.0,5.0,27.8125,Low
S1453,78,24,28,6,2,53,15.0,17.5,3.0,19.25,Medium
S1454,81,34,35,9,4,70,21.25,21.875,4.5,26.0625,Medium
S1455,87,34,33,8,3,69,21.25,20.625,4.0,24.9375,Medium
S1456,79,34,30,8,3,55,21.25,18.75,4.0,24.0,Medium
S1457,80,34,26,7,3,58,21.25,16.25,3.5,22.25,Medium
S1458,80,32,31,6,3,59,20.0,19.375,3.0,22.6875,Medium
S1459,83,36,35,9,3,83,22.5,21.875,4.5,26.6875,Low
S1460,78,26,34,8,3,64,16.25,21.25,4.0,22.75,Medium
S1461,100,40,37,9,4,93,25.0,23.125,4.5,28.5625,Low
S1462,77,30,28,8,3,56,18.75,17.5,4.0,22.125,Medium
S1463,83,36,35,8,2,71,22.5,21.875,4.0,26.1875,Medium
S1464,99,31,40,9,3,75,19.375,25.0,4.5,26.6875,Low
S1465,85,29,39,7,3,75,18.125,24.375,3.5,24.75,Low
S1466,86,24,29,7,3,50,15.0,18.125,3.5,20.0625,Medium
S1467,69,32,25,7,2,50,20.0,15.625,3.5,21.3125,High
S1468,91,37,34,9,3,77,23.125,21.25,4.5,26.6875,Low
S1469,89,33,36,9,4,74,20.625,22.5,4.5,26.0625,Medium
S1470,85,33,31,7,3,58,20.625,19.375,3.5,23.5,Medium
S1471,77,30,35,7,3,61,18.75,21.875,3.5,23.8125,Medium
S1472,81,29,29,7,3,53,18.125,18.125,3.5,21.625,Medium
S1473,84,38,38,8,3,71,23.75,23.75,4.0,27.75,Medium
S1474,93,27,32,7,3,64,16.875,20.0,3.5,21.9375,Medium
S1475,87,25,36,8,3,66,15.625,22.5,4.0,23.0625,Medium
S1476,68,36,25,7,2,53,22.5,15.625,3.5,22.5625,High
S1477,72,28,22,6,3,41,17.5,13.750000000000002,3.0,18.625,High
S1478,80,30,33,8,2,61,18.75,20.625,4.0,23.6875,Medium
S1479,93,40,33,9,3,76,25.0,20.625,4.5,27.3125,Low
S1480,71,27,25,6,3,44,16.875,15.625,3.0,19.25,High
S1481,84,33,25,7,3,52,20.625,15.625,3.5,21.625,Medium
S1482,82,32,33,7,3,64,20.0,20.625,3.5,23.8125,Medium
S1483,83,26,35,7,2,62,16.25,21.875,3.5,22.5625,Medium
S1484,92,32,34,8,3,70,20.0,21.25,4.0,24.625,Medium
S1485,94,40,33,9,2,74,25.0,20.625,4.5,27.3125,Medium
S1486,86,35,31,8,2,64,21.875,19.375,4.0,24.625,Medium
S1487,71,29,32,7,3,58,18.125,20.0,3.5,22.5625,High
S1488,92,37,31,8,2,74,23.125,19.375,4.0,25.25,Medium
S1489,94,38,37,7,4,82,23.75,23.125,3.5,26.9375,Low
S1490,78,37,29,7,3,65,23.125,18.125,3.5,24.125,Medium
S1491,78,27,35,7,3,58,16.875,21.875,3.5,22.875,Medium
S1492,96,40,40,10,3,93,25.0,25.0,5.0,30.0,Low
S1493,78,30,30,5,3,47,18.75,18.75,2.5,21.25,High
S1494,93,30,32,8,3,63,18.75,20.0,4.0,23.375,Medium
S1495,88,35,33,8,4,76,21.875,20.625,4.0,25.25,Low
S1496,91,30,33,7,2,73,18.75,20.625,3.5,23.1875,Medium
S1497,85,38,28,8,3,71,23.75,17.5,4.0,24.625,Medium
S1498,91,34,31,7,3,52,21.25,19.375,3.5,23.8125,Medium
S1499,71,30,29,7,3,49,18.75,18.125,3.5,21.9375,High
S1500,77,29,31,7,3,64,18.125,19.375,3.5,22.25,Medium
S1501,78,27,33,7,3,58,16.875,20.625,3.5,22.25,Medium
S1502,80,32,34,7,2,64,20.0,21.25,3.5,24.125,Medium
S1503,84,34,31,7,3,65,21.25,19.375,3.5,23.8125,Medium
S1504,89,35,30,8,4,70,21.875,18.75,4.0,24.3125,Medium
S1505,90,31,32,8,3,72,19.375,20.0,4.0,23.6875,Medium
S1506,73,29,37,7,2,59,18.125,23.125,3.5,24.125,High
S1507,86,37,35,8,3,66,23.125,21.875,4.0,26.5,Medium
S1508,80,22,33,6,3,48,13.750000000000002,20.625,3.0,20.1875,High
S1509,77,25,34,8,3,60,15.625,21.25,4.0,22.4375,Medium
S1510,96,38,32,9,3,77,23.75,20.0,4.5,26.375,Low
S1511,82,35,28,7,4,71,21.875,17.5,3.5,23.1875,Medium
S1512,86,25,37,8,3,66,15.625,23.125,4.0,23.375,Medium
S1513,78,28,32,8,3,59,17.5,20.0,4.0,22.75,Medium
S1514,90,33,37,9,3,74,20.625,23.125,4.5,26.375,Medium
S1515,81,23,27,6,2,49,14.374999999999998,16.875,3.0,18.625,High
S1516,79,25,31,6,3,59,15.625,19.375,3.0,20.5,Medium
S1517,79,27,22,6,2,36,16.875,13.750000000000002,3.0,18.3125,High
S1518,91,26,34,6,2,71,16.25,21.25,3.0,21.75,Medium
S1519,97,33,40,8,4,84,20.625,25.0,4.0,26.8125,Low
S1520,90,40,37,9,4,84,25.0,23.125,4.5,28.5625,Low
S1521,71,34,31,9,3,64,21.25,19.375,4.5,24.8125,High
S1522,82,31,32,7,4,63,19.375,20.0,3.5,23.1875,Medium
S1523,100,31,37,8,3,74,19.375,23.125,4.0,25.25,Medium
S1524,88,26,28,5,4,60,16.25,17.5,2.5,19.375,Medium
S1525,82,28,31,7,3,56,17.5,19.375,3.5,21.9375,Medium
S1526,86,30,34,8,2,62,18.75,21.25,4.0,24.0,Medium
S1527,75,24,31,6,3,50,15.0,19.375,3.0,20.1875,Medium
S1528,83,27,36,7,3,53,16.875,22.5,3.5,23.1875,Medium
S1529,79,25,27,6,3,40,15.625,16.875,3.0,19.25,High
S1530,82,30,33,7,3,68,18.75,20.625,3.5,23.1875,Medium
S1531,89,36,31,8,3,71,22.5,19.375,4.0,24.9375,Medium
S1532,93,40,35,7,3,76,25.0,21.875,3.5,26.9375,Low
S1533,77,19,31,6,3,55,11.875,19.375,3.0,18.625,Medium
S1534,74,31,40,9,3,74,19.375,25.0,4.5,26.6875,High
S1535,88,35,40,8,3,82,21.875,25.0,4.0,27.4375,Low
S1536,87,36,32,7,3,68,22.5,20.0,3.5,24.75,Medium
S1537,89,35,36,8,3,73,21.875,22.5,4.0,26.1875,Medium
S1538,76,29,35,9,2,57,18.125,21.875,4.5,24.5,Medium
S1539,91,40,36,8,3,78,25.0,22.5,4.0,27.75,Low
S1540,80,25,30,6,3,58,15.625,18.75,3.0,20.1875,Medium
S1541,92,29,36,7,3,63,18.125,22.5,3.5,23.8125,Medium
S1542,89,37,32,8,4,77,23.125,20.0,4.0,25.5625,Low
S1543,86,32,33,8,3,63,20.0,20.625,4.0,24.3125,Medium
S1544,78,27,31,6,2,53,16.875,19.375,3.0,21.125,Medium
S1545,76,28,27,8,3,51,17.5,16.875,4.0,21.1875,Medium
S1546,79,27,26,6,2,46,16.875,16.25,3.0,19.5625,High
S1547,77,25,29,6,3,50,15.625,18.125,3.0,19.875,Medium
S1548,87,36,27,8,3,59,22.5,16.875,4.0,23.6875,Medium
S1549,83,38,31,8,3,71,23.75,19.375,4.0,25.5625,Medium
S1550,86,30,35,8,3,68,18.75,21.875,4.0,24.3125,Medium
S1551,84,28,40,7,2,64,17.5,25.0,3.5,24.75,Medium
S1552,86,33,29,7,2,65,20.625,18.125,3.5,22.875,Medium
S1553,85,39,35,9,3,76,24.375,21.875,4.5,27.625,Low
S1554,84,32,27,7,3,59,20.0,16.875,3.5,21.9375,Medium
S1555,87,32,37,7,3,71,20.0,23.125,3.5,25.0625,Medium
S1556,75,32,26,7,3,49,20.0,16.25,3.5,21.625,High
S1557,78,34,31,8,2,64,21.25,19.375,4.0,24.3125,Medium
S1558,80,28,27,8,2,58,17.5,16.875,4.0,21.1875,Medium
S1559,65,29,24,7,1,51,18.125,15.0,3.5,20.0625,High
S1560,97,36,33,8,3,74,22.5,20.625,4.0,25.5625,Medium
S1561,79,26,24,7,2,41,16.25,15.0,3.5,19.125,High
S1562,86,35,30,7,4,66,21.875,18.75,3.5,23.8125,Medium
S1563,81,28,27,7,3,64,17.5,16.875,3.5,20.6875,Medium
S1564,79,34,28,7,2,50,21.25,17.5,3.5,22.875,Medium
S1565,77,28,26,7,3,51,17.5,16.25,3.5,20.375,Medium
S1566,89,34,35,8,3,83,21.25,21.875,4.0,25.5625,Low
S1567,88,33,35,7,3,70,20.625,21.875,3.5,24.75,Medium
S1568,86,30,30,8,2,64,18.75,18.75,4.0,22.75,Medium
S1569,94,24,40,7,3,75,15.0,25.0,3.5,23.5,Low
S1570,90,30,30,6,3,56,18.75,18.75,3.0,21.75,Medium
S1571,81,27,25,7,4,50,16.875,15.625,3.5,19.75,Medium
S1572,85,26,29,7,2,57,16.25,18.125,3.5,20.6875,Medium
S1573,82,24,32,6,3,53,15.0,20.0,3.0,20.5,Medium
S1574,100,39,40,9,3,91,24.375,25.0,4.5,29.1875,Low
S1575,86,31,33,8,4,70,19.375,20.625,4.0,24.0,Medium
S1576,68,18,28,4,3,49,11.25,17.5,2.0,16.375,High
S1577,100,39,35,8,4,85,24.375,21.875,4.0,27.125,Low
S1578,74,20,35,6,2,52,12.5,21.875,3.0,20.1875,High
S1579,100,37,37,8,3,82,23.125,23.125,4.0,27.125,Low
S1580,85,31,37,8,3,78,19.375,23.125,4.0,25.25,Low
S1581,86,34,34,8,3,70,21.25,21.25,4.0,25.25,Medium
S1582,88,36,34,9,3,80,22.5,21.25,4.5,26.375,Low
S1583,84,37,40,8,3,77,23.125,25.0,4.0,28.0625,Low
S1584,90,37,31,7,3,71,23.125,19.375,3.5,24.75,Medium
S1585,82,30,33,8,2,66,18.75,20.625,4.0,23.6875,Medium
S1586,74,23,25,6,3,40,14.374999999999998,15.625,3.0,18.0,High
S1587,88,33,35,8,3,68,20.625,21.875,4.0,25.25,Medium
S1588,87,34,28,7,3,68,21.25,17.5,3.5,22.875,Medium
S1589,85,33,37,10,3,81,20.625,23.125,5.0,26.875,Low
S1590,94,30,36,8,3,77,18.75,22.5,4.0,24.625,Low
S1591,89,34,32,8,3,70,21.25,20.0,4.0,24.625,Medium
S1592,89,32,34,8,3,70,20.0,21.25,4.0,24.625,Medium
S1593,86,40,40,9,3,80,25.0,25.0,4.5,29.5,Low
S1594,78,32,24,6,3,49,20.0,15.0,3.0,20.5,High
S1595,80,31,34,8,3,64,19.375,21.25,4.0,24.3125,Medium
S1596,86,37,40,9,3,81,23.125,25.0,4.5,28.5625,Low
S1597,80,39,28,7,3,65,24.375,17.5,3.5,24.4375,Medium
S1598,89,38,26,6,3,62,23.75,16.25,3.0,23.0,Medium
S1599,90,32,32,7,4,68,20.0,20.0,3.5,23.5,Medium
S1600,90,35,30,7,2,75,21.875,18.75,3.5,23.8125,Low
S1601,96,38,40,9,3,81,23.75,25.0,4.5,28.875,Low
S1602,78,27,31,7,3,68,16.875,19.375,3.5,21.625,Medium
S1603,69,33,34,8,2,46,20.625,21.25,4.0,24.9375,High
S1604,86,25,35,6,3,58,15.625,21.875,3.0,21.75,Medium
S1605,93,33,38,8,3,80,20.625,23.75,4.0,26.1875,Low
S1606,80,26,21,6,3,44,16.25,13.125,3.0,17.6875,High
S1607,83,31,30,7,3,65,19.375,18.75,3.5,22.5625,Medium
S1608,86,31,32,7,3,64,19.375,20.0,3.5,23.1875,Medium
S1609,83,31,37,7,3,57,19.375,23.125,3.5,24.75,Medium
S1610,89,36,34,9,3,69,22.5,21.25,4.5,26.375,Medium
S1611,86,29,26,8,2,60,18.125,16.25,4.0,21.1875,Medium
S1612,74,30,31,6,2,54,18.75,19.375,3.0,22.0625,High
S1613,99,29,32,6,3,61,18.125,20.0,3.0,22.0625,Medium
S1614,91,35,37,8,3,80,21.875,23.125,4.0,26.5,Low
S1615,86,35,34,8,2,66,21.875,21.25,4.0,25.5625,Medium
S1616,86,34,31,8,3,70,21.25,19.375,4.0,24.3125,Medium
S1617,77,32,33,7,2,53,20.0,20.625,3.5,23.8125,Medium
S1618,76,30,31,7,2,50,18.75,19.375,3.5,22.5625,Medium
S1619,78,26,26,7,3,51,16.25,16.25,3.5,19.75,Medium
S1620,91,28,35,7,3,63,17.5,21.875,3.5,23.1875,Medium
S1621,99,33,40,7,5,83,20.625,25.0,3.5,26.3125,Low
S1622,93,35,40,8,3,76,21.875,25.0,4.0,27.4375,Low
S1623,83,25,26,7,2,46,15.625,16.25,3.5,19.4375,High
S1624,90,29,29,7,3,62,18.125,18.125,3.5,21.625,Medium
S1625,96,31,37,8,3,74,19.375,23.125,4.0,25.25,Medium
S1626,80,30,27,7,2,51,18.75,16.875,3.5,21.3125,Medium
S1627,94,38,35,8,3,76,23.75,21.875,4.0,26.8125,Low
S1628,91,29,30,7,4,74,18.125,18.75,3.5,21.9375,Medium
S1629,79,24,34,7,3,58,15.0,21.25,3.5,21.625,Medium
S1630,90,34,35,10,4,77,21.25,21.875,5.0,26.5625,Low
S1631,100,27,35,8,3,79,16.875,21.875,4.0,23.375,Low
S1632,83,33,32,8,4,67,20.625,20.0,4.0,24.3125,Medium
S1633,93,29,32,7,2,63,18.125,20.0,3.5,22.5625,Medium
S1634,83,27,33,6,2,54,16.875,20.625,3.0,21.75,Medium
S1635,93,30,34,8,2,54,18.75,21.25,4.0,24.0,Medium
S1636,79,28,32,6,3,60,17.5,20.0,3.0,21.75,Medium
S1637,82,38,35,9,3,80,23.75,21.875,4.5,27.3125,Low
S1638,88,33,28,7,2,63,20.625,17.5,3.5,22.5625,Medium
S1639,95,35,40,7,3,80,21.875,25.0,3.5,26.9375,Low
S1640,96,37,40,9,3,86,23.125,25.0,4.5,28.5625,Low
S1641,82,26,35,7,3,65,16.25,21.875,3.5,22.5625,Medium
S1642,93,39,38,9,3,87,24.375,23.75,4.5,28.5625,Low
S1643,92,36,40,9,4,85,22.5,25.0,4.5,28.25,Low
S1644,98,29,40,8,3,79,18.125,25.0,4.0,25.5625,Low
S1645,82,25,26,6,3,52,15.625,16.25,3.0,18.9375,Medium
S1646,80,28,35,8,2,65,17.5,21.875,4.0,23.6875,Medium
S1647,96,35,37,8,3,74,21.875,23.125,4.0,26.5,Medium
S1648,76,35,29,7,2,52,21.875,18.125,3.5,23.5,Medium
S1649,81,37,29,8,4,65,23.125,18.125,4.0,24.625,Medium
S1650,79,30,28,8,3,60,18.75,17.5,4.0,22.125,Medium
S1651,88,31,34,7,3,60,19.375,21.25,3.5,23.8125,Medium
S1652,79,34,28,7,3,64,21.25,17.5,3.5,22.875,Medium
S1653,79,34,34,8,3,64,21.25,21.25,4.0,25.25,Medium
S1654,89,40,30,9,3,70,25.0,18.75,4.5,26.375,Medium
S1655,98,37,37,8,4,86,23.125,23.125,4.0,27.125,Low
S1656,90,30,36,7,3,60,18.75,22.5,3.5,24.125,Medium
S1657,90,28,34,7,3,73,17.5,21.25,3.5,22.875,Medium
S1658,85,34,37,9,3,76,21.25,23.125,4.5,26.6875,Low
S1659,88,31,30,7,3,66,19.375,18.75,3.5,22.5625,Medium
S1660,83,29,31,8,3,67,18.125,19.375,4.0,22.75,Medium
S1661,82,27,34,8,3,57,16.875,21.25,4.0,23.0625,Medium
S1662,75,25,31,8,3,50,15.625,19.375,4.0,21.5,Medium
S1663,83,32,37,9,3,77,20.0,23.125,4.5,26.0625,Low
S1664,85,31,27,7,3,57,19.375,16.875,3.5,21.625,Medium
S1665,93,35,37,8,3,73,21.875,23.125,4.0,26.5,Medium
S1666,86,30,26,7,2,53,18.75,16.25,3.5,21.0,Medium
S1667,84,33,36,7,4,72,20.625,22.5,3.5,25.0625,Medium
S1668,73,36,34,8,2,65,22.5,21.25,4.0,25.875,High
S1669,71,26,35,7,2,47,16.25,21.875,3.5,22.5625,High
S1670,85,32,37,8,3,67,20.0,23.125,4.0,25.5625,Medium
S1671,82,36,29,7,3,66,22.5,18.125,3.5,23.8125,Medium
S1672,86,31,28,7,3,66,19.375,17.5,3.5,21.9375,Medium
S1673,80,32,32,7,2,60,20.0,20.0,3.5,23.5,Medium
S1674,88,32,34,7,2,76,20.0,21.25,3.5,24.125,Low
S1675,77,24,33,6,2,46,15.0,20.625,3.0,20.8125,High
S1676,93,38,33,8,3,76,23.75,20.625,4.0,26.1875,Low
S1677,94,39,34,9,3,81,24.375,21.25,4.5,27.3125,Low
S1678,60,23,16,5,2,31,14.374999999999998,10.0,2.5,14.6875,High
S1679,83,33,27,7,2,54,20.625,16.875,3.5,22.25,Medium
S1680,74,30,31,7,3,62,18.75,19.375,3.5,22.5625,High
S1681,84,33,30,9,3,62,20.625,18.75,4.5,24.1875,Medium
S1682,73,34,28,9,2,62,21.25,17.5,4.5,23.875,High
S1683,66,32,21,5,3,40,20.0,13.125,2.5,19.0625,High
S1684,85,36,26,7,2,60,22.5,16.25,3.5,22.875,Medium
S1685,88,23,27,6,3,53,14.374999999999998,16.875,3.0,18.625,Medium
S1686,86,34,31,8,3,62,21.25,19.375,4.0,24.3125,Medium
S1687,100,40,40,10,3,86,25.0,25.0,5.0,30.0,Low
S1688,91,28,31,6,3,59,17.5,19.375,3.0,21.4375,Medium
S1689,82,29,35,7,3,61,18.125,21.875,3.5,23.5,Medium
S1690,77,28,27,6,2,55,17.5,16.875,3.0,20.1875,Medium
S1691,81,29,34,7,3,61,18.125,21.25,3.5,23.1875,Medium
S1692,81,30,29,6,2,54,18.75,18.125,3.0,21.4375,Medium
S1693,89,33,32,7,4,73,20.625,20.0,3.5,23.8125,Medium
S1694,82,29,32,8,4,69,18.125,20.0,4.0,23.0625,Medium
S1695,87,38,29,8,3,65,23.75,18.125,4.0,24.9375,Medium
S1696,88,31,38,8,4,75,19.375,23.75,4.0,25.5625,Low
S1697,86,34,33,8,3,67,21.25,20.625,4.0,24.9375,Medium
S1698,81,32,29,8,3,48,20.0,18.125,4.0,23.0625,High
S1699,88,27,36,8,3,63,16.875,22.5,4.0,23.6875,Medium
S1700,94,33,34,6,3,65,20.625,21.25,3.0,23.9375,Medium
S1701,68,31,27,7,3,48,19.375,16.875,3.5,21.625,High
S1702,99,33,35,8,3,75,20.625,21.875,4.0,25.25,Low
S1703,78,34,31,8,2,56,21.25,19.375,4.0,24.3125,Medium
S1704,73,26,29,7,3,53,16.25,18.125,3.5,20.6875,High
S1705,91,37,29,8,2,66,23.125,18.125,4.0,24.625,Medium
S1706,87,32,39,8,3,75,20.0,24.375,4.0,26.1875,Low
S1707,86,35,29,7,3,60,21.875,18.125,3.5,23.5,Medium
S1708,90,28,33,7,2,67,17.5,20.625,3.5,22.5625,Medium
S1709,90,31,30,8,2,60,19.375,18.75,4.0,23.0625,Medium
S1710,89,30,33,8,4,68,18.75,20.625,4.0,23.6875,Medium
S1711,85,40,34,8,2,76,25.0,21.25,4.0,27.125,Low
S1712,60,28,26,5,3,40,17.5,16.25,2.5,19.375,High
S1713,90,37,37,9,3,83,23.125,23.125,4.5,27.625,Low
S1714,89,35,33,7,3,64,21.875,20.625,3.5,24.75,Medium
S1715,80,28,36,8,2,59,17.5,22.5,4.0,24.0,Medium
S1716,80,32,34,8,3,62,20.0,21.25,4.0,24.625,Medium
S1717,89,38,31,8,3,74,23.75,19.375,4.0,25.5625,Medium
S1718,81,34,37,8,2,73,21.25,23.125,4.0,26.1875,Medium
S1719,74,30,29,6,3,58,18.75,18.125,3.0,21.4375,High
S1720,74,31,31,7,2,49,19.375,19.375,3.5,22.875,High
S1721,87,28,30,6,2,54,17.5,18.75,3.0,21.125,Medium
S1722,87,26,37,8,2,60,16.25,23.125,4.0,23.6875,Medium
S1723,95,37,27,9,4,68,23.125,16.875,4.5,24.5,Medium
S1724,77,30,28,7,3,47,18.75,17.5,3.5,21.625,High
S1725,92,26,33,6,3,59,16.25,20.625,3.0,21.4375,Medium
S1726,84,29,27,7,3,53,18.125,16.875,3.5,21.0,Medium
S1727,76,25,27,7,2,47,15.625,16.875,3.5,19.75,High
S1728,87,40,39,9,2,76,25.0,24.375,4.5,29.1875,Low
S1729,89,40,40,8,3,80,25.0,25.0,4.0,29.0,Low
S1730,98,34,37,8,3,77,21.25,23.125,4.0,26.1875,Low
S1731,76,23,29,6,2,39,14.374999999999998,18.125,3.0,19.25,High
S1732,72,28,24,6,3,45,17.5,15.0,3.0,19.25,High
S1733,92,29,28,6,2,61,18.125,17.5,3.0,20.8125,Medium
S1734,80,32,30,8,3,58,20.0,18.75,4.0,23.375,Medium
S1735,86,25,37,7,4,63,15.625,23.125,3.5,22.875,Medium
S1736,82,32,30,7,3,64,20.0,18.75,3.5,22.875,Medium
S1737,86,32,28,7,2,62,20.0,17.5,3.5,22.25,Medium
S1738,75,32,28,7,2,60,20.0,17.5,3.5,22.25,Medium
S1739,100,39,34,9,3,84,24.375,21.25,4.5,27.3125,Low
S1740,82,28,40,7,3,68,17.5,25.0,3.5,24.75,Medium
S1741,83,40,36,8,2,72,25.0,22.5,4.0,27.75,Medium
S1742,77,27,29,7,2,52,16.875,18.125,3.5,21.0,Medium
S1743,85,31,38,9,3,67,19.375,23.75,4.5,26.0625,Medium
S1744,88,35,33,7,4,72,21.875,20.625,3.5,24.75,Medium
S1745,87,33,34,9,3,75,20.625,21.25,4.5,25.4375,Low
S1746,83,34,28,6,2,55,21.25,17.5,3.0,22.375,Medium
S1747,78,33,22,7,3,59,20.625,13.750000000000002,3.5,20.6875,Medium
S1748,88,30,37,8,3,65,18.75,23.125,4.0,24.9375,Medium
S1749,82,28,28,6,3,53,17.5,17.5,3.0,20.5,Medium
S1750,74,21,35,7,2,49,13.125,21.875,3.5,21.0,High
S1751,78,24,30,6,3,52,15.0,18.75,3.0,19.875,Medium
S1752,81,32,36,7,2,74,20.0,22.5,3.5,24.75,Medium
S1753,81,29,28,7,3,59,18.125,17.5,3.5,21.3125,Medium
S1754,63,22,27,6,2,44,13.750000000000002,16.875,3.0,18.3125,High
S1755,88,32,39,9,3,78,20.0,24.375,4.5,26.6875,Low
S1756,86,35,34,8,3,67,21.875,21.25,4.0,25.5625,Medium
S1757,80,30,31,6,2,50,18.75,19.375,3.0,22.0625,Medium
S1758,87,34,24,8,2,65,21.25,15.0,4.0,22.125,Medium
S1759,85,32,30,8,3,60,20.0,18.75,4.0,23.375,Medium
S1760,82,32,32,8,3,62,20.0,20.0,4.0,24.0,Medium
S1761,82,36,38,9,3,81,22.5,23.75,4.5,27.625,Low
S1762,81,26,35,6,3,54,16.25,21.875,3.0,22.0625,Medium
S1763,87,39,29,8,3,73,24.375,18.125,4.0,25.25,Medium
S1764,84,25,31,8,3,60,15.625,19.375,4.0,21.5,Medium
